group_pe,number,date,close,pe_ttm,nav,year,percent,percent_pe,group_percent,group_pe,maxdd,maxl,maxdd_group_360,maxl_group_360
13,328,2011-10-11,786.1510000000001,40.37749862670898,0.8077726505369218,2011,0.1,0.2,9,13,0.6973994356458193,0.24485245200985573,0.3553998267052056,0.24485245200985573
14,332,2011-10-17,832.289,42.65330123901367,0.8551795921428887,2011,0.2,0.3,10,14,0.6973994356458193,0.28671411012280595,0.3553998267052056,0.28671411012280595
15,340,2011-10-27,810.922,41.12900161743164,0.8332249317481015,2011,0.2,0.2,12,15,0.6973994356458193,0.2679197259415826,0.3553998267052056,0.2679197259415826
16,366,2011-12-02,829.176,42.03150177001953,0.8519809747511645,2011,0.2,0.3,12,16,0.6973994356458193,0.28403619979353006,0.28403619979353006,0.28403619979353006
17,657,2013-02-19,819.709,39.95589828491211,0.8422536021692647,2013,0.2,0.2,16,17,0.6973994356458193,-0.0,0.21310123853470003,-0.0
18,658,2013-02-20,850.863,41.44729995727539,0.8742644361627689,2013,0.2,0.3,16,18,0.6973994356458193,0.01976111312867063,0.21310123853470003,0.01976111312867063
19,660,2013-02-22,838.763,40.69969940185547,0.8618316477143706,2013,0.2,0.2,16,19,0.6973994356458193,0.005620181147714021,0.21310123853470003,0.005620181147714021
20,661,2013-02-25,855.694,41.37009811401367,0.8792283040135301,2013,0.2,0.3,16,20,0.6973994356458193,0.025295257416786822,0.21310123853470003,0.025295257416786822
21,663,2013-02-27,846.09,41.13769912719727,0.8693601634963057,2013,0.2,0.2,16,21,0.6973994356458193,0.014231346547057705,0.21310123853470003,0.014231346547057705
22,685,2013-03-29,866.455,43.270599365234375,0.8902852657071842,2013,0.2,0.3,16,22,0.6973994356458193,0.03614382743477735,0.21310123853470003,0.03614382743477735
23,689,2013-04-08,853.4839999999999,40.93830108642578,0.8769575219911369,2013,0.2,0.2,16,23,0.6973994356458193,0.02008473503896961,0.21310123853470003,0.02008473503896961
24,690,2013-04-09,861.9910000000001,41.36119842529297,0.8856984915225851,2013,0.2,0.3,16,24,0.6973994356458193,0.02975553109023193,0.21310123853470003,0.02975553109023193
25,695,2013-04-16,846.054,40.40650177001953,0.8693231733819137,2013,0.2,0.2,16,25,0.6973994356458193,-0.0,0.21310123853470003,-0.0
26,757,2013-07-19,1116.005,53.3484992980957,1.1466986836656794,2013,0.2,0.3,16,26,0.6973994356458193,-0.0,0.21310123853470003,-0.0
27,760,2013-07-24,1203.308,57.5640983581543,1.2364027935756392,2013,0.3,0.4,17,27,0.6973994356458193,0.06582354642369213,0.21310123853470003,0.06582354642369213
28,765,2013-07-31,1134.015,53.80580139160156,1.1652040158934194,2013,0.2,0.3,18,28,0.6973994356458193,0.001701035700586048,0.21310123853470003,0.001701035700586048
29,772,2013-08-09,1172.519,55.20180130004883,1.2047669982419422,2013,0.2,0.4,20,29,0.6973994356458193,0.03448387616746509,0.21310123853470003,0.03448387616746509
30,773,2013-08-12,1161.872,54.66830062866211,1.1938271719105291,2013,0.2,0.3,20,30,0.6973994356458193,0.025636214660479,0.21310123853470003,0.025636214660479
31,775,2013-08-14,1180.656,55.49330139160156,1.2131277915976957,2013,0.2,0.4,20,31,0.6973994356458193,0.04113814692848716,0.21310123853470003,0.04113814692848716
32,780,2013-08-21,1181.34,54.8760986328125,1.2138306037711422,2013,0.2,0.3,20,32,0.6973994356458193,-0.0,0.21310123853470003,-0.0
33,824,2013-10-31,1235.555,55.24589920043945,1.2695366885422097,2013,0.3,0.4,23,33,0.6973994356458193,0.027104418662058778,0.21310123853470003,0.027104418662058778
34,826,2013-11-04,1222.4560000000001,54.669898986816406,1.256077424419435,2013,0.3,0.3,23,34,0.6973994356458193,0.016679536932208684,0.21310123853470003,0.016679536932208684
35,828,2013-11-06,1241.789,55.45339965820313,1.2759421433510785,2013,0.3,0.4,23,35,0.6973994356458193,0.03198852623110686,0.21310123853470003,0.03198852623110686
36,833,2013-11-13,1212.08,54.36849975585938,1.245416051449139,2013,0.3,0.3,23,36,0.6973994356458193,0.008261830902250591,0.21310123853470003,0.008261830902250591
37,848,2013-12-04,1240.287,55.45479965209961,1.2743988335783931,2013,0.3,0.4,23,37,0.6973994356458193,0.030816254624937617,0.21310123853470003,0.030816254624937617
38,850,2013-12-06,1206.7830000000001,53.95819854736328,1.2399733671176378,2013,0.3,0.3,23,38,0.6973994356458193,0.0014514622761507686,0.21310123853470003,-0.0
39,851,2013-12-09,1241.715,55.42520141601562,1.2758661081159393,2013,0.3,0.4,23,39,0.6973994356458193,0.029542688942309502,0.21310123853470003,0.012274958424437139
40,852,2013-12-10,1231.921,54.97539901733398,1.2658027419949798,2013,0.3,0.3,23,40,0.6973994356458193,0.0218273736708766,0.21310123853470003,0.004422361498829952
41,889,2014-02-07,1532.6870000000001,68.80940246582031,1.574840762695059,2014,0.3,0.4,23,41,0.6973994356458193,0.21377854708756583,0.409376757015065,0.19978899801459798
42,890,2014-02-10,1553.415,69.73470306396484,1.5961388485593893,2014,0.3,0.5,23,42,0.6973994356458193,0.22426949656080306,0.409376757015065,0.2104666170984573
43,891,2014-02-11,1527.151,68.59609985351561,1.5691525051041222,2014,0.3,0.4,23,43,0.6973994356458193,0.2109284543571657,0.409376757015065,0.19688819245772035
44,892,2014-02-12,1539.9660000000001,69.18650054931639,1.5823199583244711,2014,0.3,0.5,23,44,0.6973994356458193,0.21749480183328723,0.409376757015065,0.20357137754989404
45,894,2014-02-14,1515.7839999999999,68.03440093994139,1.5574728764848706,2014,0.3,0.4,23,45,0.6973994356458193,0.20501113615132488,0.409376757015065,0.19086558507016826
46,897,2014-02-19,1544.402,69.53800201416016,1.5868779624200988,2014,0.3,0.5,23,46,0.6973994356458193,0.21974239867599235,0.409376757015065,0.20585896677160484
47,899,2014-02-21,1519.665,68.50890350341797,1.561460616316956,2014,0.3,0.4,23,47,0.6973994356458193,0.20704142031302944,0.409376757015065,0.19293199488045062
48,900,2014-02-24,1540.026,69.48989868164061,1.5823816085151243,2014,0.3,0.5,23,48,0.6973994356458193,0.21752528853408967,0.409376757015065,0.203602406712614
49,926,2014-04-01,1355.0510000000002,55.46950149536133,1.3923192082471516,2014,0.3,0.4,23,49,0.6973994356458193,0.11071140495818982,0.5486078100049443,0.09488794148707332
50,928,2014-04-03,1326.1764,54.36309814453125,1.3626504649965632,2014,0.3,0.3,23,50,0.6973994356458193,0.0913490844807674,0.5486078100049443,0.07518109958825997
51,939,2014-04-21,1363.851,55.64550018310547,1.4013612362096233,2014,0.3,0.4,23,51,0.6973994356458193,0.11644937753464273,0.5486078100049443,0.10072801207756577
52,974,2014-06-12,1363.739,54.50590133666992,1.401246155853737,2014,0.3,0.3,23,52,0.6973994356458193,0.11637681403846334,0.5486078100049443,0.06735893011785989
53,976,2014-06-16,1395.611,55.63629913330078,1.4339947371287247,2014,0.3,0.4,23,53,0.6973994356458193,0.1365563899969261,0.5486078100049443,0.08865794265020854
54,983,2014-06-25,1358.7079999999999,54.27320098876953,1.396076787367465,2014,0.3,0.3,23,54,0.6973994356458193,0.11310494970221696,0.5486078100049443,0.06390556322624137
55,993,2014-07-09,1384.579,55.79010009765625,1.4226593220739536,2014,0.3,0.4,23,55,0.6973994356458193,0.12967667428149632,0.5486078100049443,0.08139658336577403
56,995,2014-07-11,1359.342,54.78900146484375,1.3967282243820343,2014,0.3,0.3,23,56,0.6973994356458193,0.1135185994400232,0.5486078100049443,0.06434215966254275
57,996,2014-07-14,1367.07,55.26229858398438,1.404668768938168,2014,0.3,0.4,23,57,0.6973994356458193,0.11852984850812312,0.5486078100049443,0.06963140146444588
58,1020,2014-08-15,1392.451,54.02679824829102,1.4307478270876557,2014,0.3,0.3,23,58,0.6973994356458193,0.13459690861653295,0.5486078100049443,-0.0
59,1022,2014-08-19,1436.396,55.59479904174805,1.475901454225247,2014,0.3,0.4,23,59,0.6973994356458193,0.16107299101362013,0.5486078100049443,0.02269638734722172
60,1023,2014-08-20,1427.404,54.93769836425781,1.4666621456526856,2014,0.3,0.3,23,60,0.6973994356458193,0.15578813005988487,0.5486078100049443,0.016539816337911288
61,1026,2014-08-25,1443.806,55.64780044555664,1.4835152527709192,2014,0.3,0.4,23,61,0.6973994356458193,0.16537858964431507,0.5486078100049443,0.027712171856883797
62,1027,2014-08-26,1411.15,54.83309936523438,1.4499611090047295,2014,0.3,0.3,23,62,0.6973994356458193,0.14606427381922546,0.5486078100049443,0.005212061084930743
63,1028,2014-08-27,1420.54,55.15140151977539,1.4596093638419578,2014,0.3,0.4,23,63,0.6973994356458193,0.15170892759091606,0.5486078100049443,0.011787770847705726
64,1029,2014-08-28,1403.795,54.54899978637695,1.4424038231338232,2014,0.3,0.3,23,64,0.6973994356458193,0.14159018945073887,0.5486078100049443,-0.0
65,1142,2015-02-13,1825.4879999999998,68.63729858398439,1.875694720585924,2015,0.4,0.4,30,65,0.6973994356458193,0.3398853347707571,0.5486078100049443,0.01530056620476268
66,1147,2015-02-27,1928.0439999999999,69.53130340576172,1.9810713364631083,2015,0.4,0.5,30,66,0.6973994356458193,0.37499797722458605,0.5486078100049443,0.06767843472451866
67,1149,2015-03-03,1961.743,67.72049713134766,2.015697166043486,2015,0.4,0.4,30,67,0.6973994356458193,0.38573431891945065,0.5486078100049443,0.0836939395221494
68,1151,2015-03-05,2014.786,69.62779998779297,2.0701990170904607,2015,0.5,0.5,31,68,0.6973994356458193,0.40190600887637695,0.5486078100049443,0.10781740591804789
69,1153,2015-03-09,1994.39,68.84100341796875,2.0492420622810776,2015,0.5,0.4,33,69,0.6973994356458193,0.3957894895180983,0.5486078100049443,0.09869333480412561
70,1164,2015-03-24,2357.969,82.34750366210938,2.4228206400728296,2015,0.5,0.5,33,70,0.6973994356458193,0.4889536715707458,0.5486078100049443,0.23766724668560105
71,1165,2015-03-25,2385.014,83.24410247802734,2.450609463509766,2015,0.5,0.6,33,71,0.6973994356458193,0.494748710070465,0.5486078100049443,0.24631176169196495
72,1169,2015-03-31,2335.1710000000003,81.55509948730469,2.399395622630963,2015,0.5,0.5,33,72,0.6973994356458193,0.4839643863340201,0.5486078100049443,0.23022468161860532
73,1188,2015-04-28,2687.974,93.7030029296875,2.761901826181398,2015,0.6,0.6,34,73,0.6973994356458193,0.5516952916955298,0.5486078100049443,0.33125952855198754
74,1196,2015-05-11,3146.83,109.22450256347656,3.2333778242209217,2015,0.7,0.7,37,74,0.6973994356458193,0.6170649828557627,0.5486078100049443,0.4287721294127741
75,1198,2015-05-13,3192.147,110.91829681396484,3.279941185718117,2015,0.8,0.8,38,75,0.6973994356458193,0.6225012820524869,0.5486078100049443,0.4368815095294797
76,1200,2015-05-15,3145.335,109.29900360107422,3.2318417069704792,2015,0.7,0.7,39,76,0.6973994356458193,0.6168829711302611,0.5486078100049443,0.4285006207605867
77,1206,2015-05-25,3467.9159999999997,119.93659973144531,3.5632947094888894,2015,0.8,0.8,40,77,0.6973994356458193,0.6525200149023216,0.5486078100049443,0.48166074380117624
78,1208,2015-05-27,3628.673,125.71990203857422,3.728473037802869,2015,0.9,0.9,41,78,0.6973994356458193,0.6679140280758283,0.5486078100049443,0.5046241422139719
79,1210,2015-05-29,3542.844,123.1415023803711,3.6402834675766234,2015,0.8,0.8,42,79,0.6973994356458193,0.6598689075782056,0.5486078100049443,0.4926231581181672
80,1212,2015-06-02,3901.5429999999997,135.26539611816406,4.0088478298619155,2015,0.9,0.9,43,80,0.6973994356458193,0.6911397875148371,0.5486078100049443,0.5392702323157786
81,1213,2015-06-03,3982.2509999999997,137.85789489746094,4.091775556315908,2015,1.0,1.0,44,81,0.6973994356458193,0.6973994356458193,0.5486078100049443,0.5486078100049443
82,1223,2015-06-17,3741.357,129.6903076171875,3.8442562058623166,2015,0.9,0.9,45,82,0.6779159540241683,0.6779159540241683,0.5195441119358564,0.5195441119358564
83,1228,2015-06-25,3206.381,110.9208984375,3.2945666659474147,2015,0.8,0.8,46,83,0.6241771018478465,0.6241771018478465,0.4393813461344737,0.4393813461344737
84,1229,2015-06-26,2920.703,101.0459976196289,3.0010316131902637,2015,0.7,0.7,47,84,0.5939855496315304,0.5874173443859235,0.3943443155414913,0.38454646021865285
85,1230,2015-06-29,2689.76,93.12460327148438,2.7637369468565085,2015,0.6,0.6,48,85,0.5939855496315304,0.5519929659151745,0.3943443155414913,0.3317035720659093
86,1231,2015-06-30,2858.6059999999998,98.7197036743164,2.93722674837372,2015,0.7,0.7,49,86,0.5939855496315304,0.5784548832542854,0.3943443155414913,0.3711770702223391
87,1235,2015-07-06,2493.828,83.56639862060547,2.562416194272081,2015,0.6,0.6,50,87,0.5939855496315304,0.5167945022671973,0.3943443155414913,0.27919768324038385
88,1238,2015-07-09,2435.755,82.10379791259766,2.5027460022420116,2015,0.6,0.5,52,88,0.5939855496315304,0.5052739704937483,0.3943443155414913,0.26201239451422664
89,1245,2015-07-20,2848.303,95.75489807128906,2.926640383135385,2015,0.7,0.6,53,89,0.5939855496315304,0.5769300527366645,0.3943443155414913,0.3689024657840124
90,1249,2015-07-24,2897.824,96.74749755859376,2.977523367991016,2015,0.7,0.7,53,90,0.5841599075720264,0.5841599075720264,0.379687310202414,0.379687310202414
91,1254,2015-07-31,2539.844,85.06109619140625,2.6096977804903863,2015,0.6,0.6,54,91,0.5841233116450376,0.52554904946918,0.36814353687522205,0.29225692601592856
92,1255,2015-08-03,2399.2729999999997,80.53469848632812,2.4652606313185026,2015,0.6,0.5,54,92,0.5841233116450376,0.4977514438748737,0.36814353687522205,0.2507909687642881
93,1268,2015-08-20,2508.817,83.20610046386719,2.577817439400432,2015,0.6,0.6,54,93,0.5841233116450376,0.5196814275413472,0.36814353687522205,0.28350413760748594
94,1270,2015-08-24,2152.614,70.12400054931639,2.211817725046315,2015,0.5,0.5,55,94,0.5841233116450376,0.44020089063808,0.36814353687522205,0.16494225160665127
95,1295,2015-09-30,2082.673,64.36699676513672,2.1399531253050403,2015,0.5,0.4,61,95,0.5841233116450376,0.42140153543067,0.36814353687522205,0.12091446905011001
96,1319,2015-11-10,2746.6090000000004,81.76719665527344,2.8221494749972518,2015,0.6,0.5,64,96,0.5841233116450376,0.5612657644389865,0.37536904211772015,0.34103787615929326
97,1321,2015-11-12,2783.298,83.09950256347656,2.8598475390785145,2015,0.6,0.6,66,97,0.5841233116450376,0.5670490906830673,0.37536904211772015,0.34972421206784177
98,1322,2015-11-13,2710.1609999999996,80.6771011352539,2.784699039181779,2015,0.6,0.5,66,98,0.5841233116450376,0.5553653823518233,0.37536904211772015,0.33217572682951296
99,1323,2015-11-16,2797.1620000000003,83.06729888916016,2.874092843132117,2015,0.7,0.6,67,99,0.5841233116450376,0.5691949912089468,0.3826865555229229,0.36052745604294645
100,1326,2015-11-19,2770.752,82.49440002441406,2.846956484212928,2015,0.6,0.5,68,100,0.5841233116450376,0.5650886835054165,0.3886877240887103,0.360708031610191
101,1327,2015-11-20,2800.15,83.28150177001953,2.877163022626648,2015,0.7,0.6,69,101,0.5841233116450376,0.5696546970697998,0.3886877240887103,0.36741978108315626
102,1334,2015-12-01,2655.345,69.76799774169922,2.7283754250010017,2015,0.6,0.5,72,102,0.5756710560972896,0.5461865030721055,0.3808709749663011,0.3378507124309647
103,1335,2015-12-02,2613.263,68.68180084228516,2.6851360362831924,2015,0.6,0.4,72,103,0.5756710560972896,0.5388786356367499,0.3808709749663011,0.32718796385974164
104,1356,2015-12-31,2714.048,71.76280212402344,2.7886929440329293,2015,0.6,0.5,76,104,0.5560021782960359,0.5560021782960359,0.36313285542481194,0.36313285542481194
105,1372,2016-01-25,2158.824,58.94879913330078,2.2181985197789227,2016,0.5,0.4,77,105,0.48157179892909713,0.44181118979592593,0.287369826285905,0.23271498741907637
106,1377,2016-02-01,1992.695,54.845298767089844,2.047500444395124,2016,0.5,0.3,79,106,0.48157179892909713,0.395275543924183,0.287369826285905,0.16874719914487668
107,1389,2016-02-24,2203.741,59.09870147705078,2.2643508800050967,2016,0.5,0.4,79,107,0.48157179892909713,0.4531882830151093,0.287369826285905,0.24835391273293916
108,1405,2016-03-17,2087.2929999999997,53.67940139770508,2.144700189985338,2016,0.5,0.3,87,108,0.48157179892909713,0.42268220130091927,0.287369826285905,0.20642032527297308
109,1429,2016-04-21,2110.1620000000003,55.74760055541992,2.16819816015281,2016,0.5,0.4,87,109,0.4744919821776746,0.428938915590367,0.2776379269968457,0.21502078987300516
110,1476,2016-06-30,2227.79,54.38619995117188,2.2890613039220824,2016,0.5,0.3,87,110,0.4744919821776746,0.4590911172058407,0.2776379269968457,0.2564679345898851
111,1494,2016-07-26,2279.55,57.75490188598633,2.342244868392256,2016,0.5,0.4,87,111,0.47137312188809194,0.47137312188809194,0.27335074905134793,0.27335074905134793
112,1507,2016-08-12,2123.841,53.56000137329102,2.182253376118566,2016,0.5,0.3,87,112,0.4580396929481332,0.4326169426054021,0.25502264930280083,0.22007659707106134
113,1510,2016-08-17,2208.195,55.52429962158203,2.2689273791579203,2016,0.5,0.4,87,113,0.4580396929481332,0.4542912197518788,0.25502264930280083,0.24987000695137893
114,1608,2017-01-12,1930.1447,41.70270156860352,1.983229812388195,2017,0.4,0.3,94,114,0.3907376639852575,0.3756782069240715,0.23064250828335034,0.21162589519842742
115,1622,2017-02-08,1903.6279,41.32410049438477,1.9559837161296425,2017,0.4,0.2,94,115,0.3907376639852575,0.36698164594036464,0.23064250828335034,0.200644148995715
116,1623,2017-02-09,1914.0823,41.55889892578125,1.9667256453490585,2017,0.4,0.3,94,116,0.3907376639852575,0.3704390871803161,0.23064250828335034,0.2050100980506429
117,1624,2017-02-10,1904.6849,41.3129997253418,1.957069786988316,2017,0.4,0.2,94,117,0.3907376639852575,0.367332937852345,0.23064250828335034,0.20108774947499194
118,1625,2017-02-13,1913.6805,41.38100051879883,1.9663127945723171,2017,0.4,0.3,94,118,0.3907376639852575,0.37030690337284616,0.23064250828335034,0.20484318045776193
119,1629,2017-02-17,1882.8685,40.80339813232422,1.9346533666655368,2017,0.4,0.2,94,119,0.3907376639852575,0.36000235810413733,0.2509016468412138,0.21311206810247232
120,1634,2017-02-24,1938.4445,42.2422981262207,1.991757883261254,2017,0.4,0.3,94,120,0.3907376639852575,0.3783513533660623,0.2715356362916943,0.2567259470157645
121,1750,2017-08-14,1793.4818,38.98989868164063,1.8428082483845083,2017,0.4,0.2,94,121,0.37435885135070585,0.3281050301151648,0.37435885135070585,0.3281050301151648
122,1756,2017-08-22,1814.9153,41.7052001953125,1.8648312377406029,2017,0.4,0.3,94,122,0.37435885135070585,0.33603986918838574,0.37435885135070585,0.33603986918838574
123,1759,2017-08-25,1812.8781,41.1880989074707,1.8627380082672904,2017,0.4,0.2,94,123,0.37435885135070585,0.33529375196269395,0.37435885135070585,0.33529375196269395
124,1841,2017-12-26,1758.8205,41.46979904174805,1.8071936524963703,2017,0.4,0.3,94,124,0.3659336998614614,0.31486391021710286,0.3659336998614614,0.31486391021710286
125,1845,2018-01-02,1769.6718,40.8390998840332,1.8183433977269576,2018,0.4,0.2,94,125,0.3659336998614614,0.3190650379352827,0.3659336998614614,0.3190650379352827
126,1853,2018-01-12,1785.705,41.42300033569336,1.8348175616733096,2018,0.4,0.3,94,126,0.3659336998614614,0.325178906930316,0.3659336998614614,0.325178906930316
127,1860,2018-01-23,1767.829,40.92169952392578,1.8164499148713615,2018,0.4,0.2,94,127,0.3659336998614614,0.3183552255336913,0.3659336998614614,0.3183552255336913
128,1864,2018-01-29,1799.7709,41.5614013671875,1.8492703186184605,2018,0.4,0.3,94,128,0.3659336998614614,0.3304528926431691,0.3659336998614614,0.3304528926431691
129,1887,2018-03-08,1793.2216,40.44079971313477,1.8425408920577089,2018,0.4,0.2,96,129,0.3659336998614614,0.328007536826458,0.3659336998614614,0.328007536826458
130,1892,2018-03-15,1848.7105,41.61959838867188,1.8995559131266613,2018,0.4,0.3,96,130,0.3659336998614614,0.34817733766319814,0.3659336998614614,0.34817733766319814
131,1893,2018-03-16,1821.3223,41.03630065917969,1.8714144505991883,2018,0.4,0.2,96,131,0.3659336998614614,0.33837553078881205,0.3659336998614614,0.33837553078881205
132,1895,2018-03-20,1864.6204,42.036399841308594,1.915903385931221,2018,0.4,0.3,96,132,0.3659336998614614,0.35373902377127264,0.3659336998614614,0.35373902377127264
133,1899,2018-03-26,1780.6093,40.12260055541992,1.8295817137314496,2018,0.4,0.2,96,133,0.3659336998614614,0.3232477220016766,0.3659336998614614,0.3232477220016766
134,1900,2018-03-27,1844.6929,41.52849960327149,1.8954278163605225,2018,0.4,0.3,96,134,0.3659336998614614,0.3467577177751375,0.3659336998614614,0.3467577177751375
135,1902,2018-03-29,1842.1872,41.33440017700195,1.8928532016485264,2018,0.4,0.2,96,135,0.3659336998614614,0.34586919288115775,0.3659336998614614,0.34586919288115775
136,1912,2018-04-16,1838.7088,42.1421012878418,1.889279134595724,2018,0.4,0.3,96,136,0.2006457242598234,0.3446317328768971,0.3576589630039327,0.3446317328768971
137,1913,2018-04-17,1783.7407,40.73320007324219,1.8327992371816408,2018,0.4,0.2,96,137,0.2006457242598234,0.32443577701624454,0.3576589630039327,0.32443577701624454
138,1944,2018-06-01,1709.5476,41.4379997253418,1.7565655911790907,2018,0.4,0.3,96,138,0.2006457242598234,0.29511678996244384,0.3098777685063909,0.29511678996244384
139,1945,2018-06-04,1702.9297,41.28239822387695,1.749765677900359,2018,0.4,0.2,96,139,0.2006457242598234,0.29237748334531943,0.3098777685063909,0.29237748334531943
140,1949,2018-06-08,1711.5224,41.6692008972168,1.7585947044541237,2018,0.4,0.3,96,140,0.2006457242598234,0.29593010293058386,0.2964422977444002,0.29593010293058386
141,1950,2018-06-11,1688.6179,41.01430130004883,1.7350602579238477,2018,0.4,0.2,96,141,0.2006457242598234,0.2863800626536056,0.2964422977444002,0.2863800626536056
142,1951,2018-06-12,1712.7684,41.57220077514648,1.7598749734133552,2018,0.4,0.3,96,142,0.2006457242598234,0.2964422977444002,0.2964422977444002,0.2964422977444002
143,2033,2018-10-15,1250.2184,28.26740074157715,1.2846033786359483,2018,0.3,0.2,107,143,0.2006457242598234,0.03614328504523682,0.2012229028514129,0.03614328504523682
144,2034,2018-10-16,1216.6868,27.54400062561035,1.2501495530874929,2018,0.3,0.1,107,144,0.2006457242598234,0.009579622298852813,0.2012229028514129,0.009579622298852813
145,2035,2018-10-17,1231.8615,27.81999969482422,1.2657416055559152,2018,0.3,0.2,107,145,0.2006457242598234,0.02178012706785617,0.2012229028514129,0.02178012706785617
146,2036,2018-10-18,1205.0314,27.0359001159668,1.2381735925518351,2018,0.3,0.1,107,146,0.2006457242598234,-0.0,0.2012229028514129,-0.0
147,2042,2018-10-26,1263.1881,28.244800567626953,1.2979297865978652,2018,0.3,0.2,107,147,0.2006457242598234,0.038546278262121036,0.2012229028514129,0.038546278262121036
148,2043,2018-10-29,1250.4796,27.513599395751953,1.2848717624659254,2018,0.3,0.1,107,148,0.2006457242598234,0.028775119562126243,0.2012229028514129,0.028775119562126243
149,2123,2019-02-27,1520.4193,37.22719955444336,1.5622356619637847,2019,0.3,0.2,107,149,0.2006457242598234,0.06864165694292358,0.2012229028514129,0.06864165694292358
150,2131,2019-03-11,1727.8014,54.87969970703125,1.7753214286815184,2019,0.4,0.3,108,150,0.2006457242598234,0.18042941740873691,0.2012229028514129,0.18042941740873691
151,2132,2019-03-12,1773.4325,56.06890106201172,1.8222075289267832,2019,0.4,0.4,108,151,0.2006457242598234,0.20151728357295803,0.2012229028514129,0.20151728357295803
152,2145,2019-03-29,1693.5475,54.21910095214844,1.7401254375879158,2019,0.4,0.3,108,152,0.2006457242598234,0.1638526820180715,0.2012229028514129,0.1638526820180715
153,2151,2019-04-09,1741.1706,55.419898986816406,1.7890583241628677,2019,0.4,0.4,108,153,0.2006457242598234,0.18672231198941674,0.2012229028514129,0.18672231198941674
154,2158,2019-04-18,1704.5468,54.40069961547852,1.7514272532887811,2019,0.4,0.3,108,154,0.2006457242598234,0.16924827174003088,0.2012229028514129,0.16924827174003088
155,2159,2019-04-19,1715.7952,55.36449813842773,1.7629850200311743,2019,0.4,0.4,108,155,0.2006457242598234,0.17469450899501293,0.2012229028514129,0.17469450899501293
156,2160,2019-04-22,1697.5121,54.63240051269531,1.7441990766856446,2019,0.4,0.3,108,156,0.2006457242598234,0.16580553387513403,0.2012229028514129,0.16580553387513403
157,2166,2019-04-30,1623.7819,57.71049880981445,1.6684410619039842,2019,0.4,0.4,108,157,0.2006457242598234,0.12792770999602837,0.2012229028514129,0.12792770999602837
158,2255,2019-09-06,1692.2391,54.722999572753906,1.7387810524304048,2019,0.4,0.3,110,158,0.2006457242598234,0.044706980237012604,0.16460695924474536,0.044706980237012604
159,2257,2019-09-10,1725.3082,55.65409851074219,1.7727596577592415,2019,0.4,0.4,110,159,0.2006457242598234,0.06301714673355169,0.2006457242598234,0.06301714673355169
160,2258,2019-09-11,1703.5377,55.01480102539063,1.7503903998323116,2019,0.4,0.3,110,160,0.2006457242598234,0.051042897377616046,0.2006457242598234,0.051042897377616046
161,2260,2019-09-16,1714.3683,55.29690170288086,1.7615188757471234,2019,0.4,0.4,110,161,0.2006457242598234,0.057037977195448654,0.2006457242598234,0.057037977195448654
162,2263,2019-09-19,1705.5991,55.13869857788086,1.7525084948825205,2019,0.4,0.3,110,162,0.2006457242598234,0.05218981412455008,0.2006457242598234,0.05218981412455008
